9.673581964813842205e+03 -5.984872228536834882e+03 7.513141154739624653e+03 1.125086323314941183e+04 5.672705349661197033e+03 7.867694649256656703e+03 3.937512810581104532e+03 3.377389221086824818e+03 -7.135887401493140715e+03 1.191311199988828957e+04 2.778891004494194021e+02 3.229073705665967736e+03 2.757659752764583573e+03 1.072415208943795733e+03 7.277493448909409381e+03 -4.262009737839971422e+03 8.982371815734561096e+03 5.778804724971954784e+03 1.396925496606261368e+04 1.153251803193930755e+03 6.627118963070970494e+03 -3.117075692412790886e+03 5.768308290328764087e+03 1.354201302745785142e+03 -9.982819052403474416e+02 7.020640655224893635e+03 1.681978501548674831e+04 8.720260388425031124e+02 4.547878312959624054e+03 6.967446661081672573e+03 3.977194185032743462e+03 3.981299504543210332e+03 4.412890112711507754e+03 4.637827656372978709e+03 2.704564146154426908e+03 3.163029277804602316e+03 -3.107399567802704041e+03 8.429071845165279228e+03 -1.292340940864084814e+03 -3.456014055940317576e+03 -4.949766466876826598e+03
5.261084099545527351e+03 -2.081930365733163399e+03 3.525205154179039255e+03 6.803679521055552868e+03 4.402484220117892619e+03 3.482985430685446318e+03 3.884863966888815412e+03 -1.622149475308655838e+03 7.006537248727599945e+03 3.405033560095590929e+03 -3.611187021992037444e+03 1.587757006751228801e+03 -1.322446495511412650e+02 1.810116514694923353e+03 2.111413872654334227e+03 4.047698660132013629e+03 2.914245648241467279e+03 6.105424439270367657e+03 -1.630289461988965286e+03 1.497799104729834653e+03 6.286471454328804612e+03 3.123187579776777056e+02 4.469513415033011370e+02 -9.703555531372480800e+02 3.313576731682352147e+03 5.022758821858437841e+03 8.167596161312549157e+03 3.481750185171802514e+03 5.751040215332142907e+03 8.662770484336804657e+03 6.315483530555638936e+02 1.228288145505978537e+04 5.544417460092738111e+03 5.569317439739766087e+03 4.721467010208172724e+03 -3.663498092507688852e+01 -8.330119231459722187e+02 -1.826065625247326807e+03 -3.812872962389032182e+03 -2.435619983253323880e+03 -5.121948695636140201e+02
7.292034151164434661e+03 1.273551465397544052e+04 -1.468871786919387887e+03 4.972328991656169819e+03 5.738549750087320717e+03 5.780677781908780162e+02 2.677672414903253866e+03 2.988399129490955147e+03 3.099380516670421457e+02 1.219935289464886864e+03 7.511989565019259317e+03 4.628791225149714592e+03 1.398164910734052228e+03 5.823516614405079054e+03 -2.870520191151588733e+03 8.483697849025497817e+02 9.839710880347416605e+03 7.584106911832785045e+03 1.290196170387519032e+03 6.247509672642201622e+03 4.948889279933171565e+03 -7.671240071194811208e+02 2.109500011405219084e+03 7.481447756205856422e+03 1.294100500578708761e+03 -3.513091906076702799e+03 3.533396230106341136e+03 2.557047775645637557e+02 -4.493714704752255784e+03 6.370359829454497230e+03 4.414620926510786376e+03 6.074931376855336566e+03 5.989159587125241160e+03 3.310095859995045885e+03 3.896533497319378512e+03 9.489412868053691454e+02 8.887785463404900383e+02 6.095099316448336140e+03 8.178537800910898113e+03 5.033478094379785944e+03 -5.205845354266963113e+03
5.444243965037665475e+03 1.023198133584002426e+04 3.791658885385269969e+03 5.231192321953195460e+03 -7.514175841198580201e+02 4.720023818300722269e+03 7.252318000595865669e+03 -4.842592586584710261e+02 -1.905827010073506244e+03 3.109547695598317205e+03 2.163659220623309011e+03 3.045691021170766817e+03 9.162704434136954660e+03 8.439219499087830627e+02 5.543387370492164337e+03 7.815667422337626704e+03 5.910658549090230736e+03 7.887893910640309514e+02 3.963165576448506727e+03 -3.601598302122012683e+03 4.098441932406621163e+03 6.197985581764410199e+03 6.182276645133761122e+03 3.422562575862361882e+02 6.830493293424387048e+03 2.645932358691645277e+03 3.992976956366955164e+03 -2.602221520710823370e+03 -9.659450715725420196e+02 6.712528087308653085e+03 3.751316598448427612e+03 1.044700169763167651e+04 2.085329734529490452e+03 6.561437996138969538e+03 8.815780898000253728e+03 4.519939596031863402e+03 4.961826888855018296e+03 4.205607632167874726e+03 -3.151433253726916519e+03 -4.637541675824038066e+03 -2.070723876839588684e+03
5.765212012551130101e+03 6.431198869393310815e+03 4.244806810212804521e+03 3.269255354847037779e+03 2.198544104210052865e+03 2.762292722717866582e+03 2.299088947224762705e+03 -2.354365171727135476e+03 9.837372773082250205e+03 -1.487663502411928221e+03 6.380014068414210669e+03 9.414404192343583418e+03 6.016139435392809901e+03 1.138730131852316117e+04 -1.786379150452958129e+03 7.334778280001429266e+03 -2.060158392388673747e+03 1.082134028434079482e+03 1.215147184002188988e+04 5.356063707510822496e+03 2.634455479034164910e+03 6.512079987171320681e+03 -5.608762243807027517e+02 -4.133064011294974989e+03 5.100082453999011705e+02 7.310279223013776573e+01 7.971374482959983652e+03 3.550284622463979758e+03 3.982194593899785104e+03 3.386430466321721269e+03 5.448673140742511350e+03 1.131379167698968922e+04 2.214084703543096111e+03 3.246485088235690910e+03 6.138347969567296786e+03 9.250130869918906455e+02 2.626122124517869906e+03 2.957135214356895631e+03 -2.987047688967053546e+03 -3.626767463343024701e+03 4.215091572278535750e+03
3.591094957585167322e+03 7.687933119002022067e+03 3.739154236911902444e+03 4.605001181268435175e+02 2.057954679579901040e+03 3.196646519054471355e+03 3.500175348395214769e+03 5.338836972167475324e+03 3.287378419119616865e+03 2.823592059519067789e+03 1.063009961519152967e+03 -1.104302938426227684e+03 9.079206983263262373e+03 2.631534432324927366e+03 6.503653684091116702e+03 4.626879421875176376e+03 3.158941576817555870e+03 5.427756349678218612e+03 -6.315261437079288953e+01 4.111988630642267708e+03 3.681840661980561435e+03 2.159579339536789576e+03 8.405326772467817136e+03 7.439944803195901841e+03 -2.182770869849605788e+03 2.954994253848199151e+03 6.061102893560254415e+03 5.270379826460610275e+03 9.829063065544662095e+03 4.681596147380922048e+03 1.089334524061332559e+03 5.956368252068432412e+03 5.213028331869598333e+03 5.393720389528578380e+03 -7.654537126416889805e+02 -2.365383632676222078e+03 -2.519370805155716880e+03 3.732586337381784233e+03 4.161604472713381142e+02 -2.199529165146030664e+03 -5.106587490427879857e+03
3.626996423946719005e+03 1.993354071283830081e+03 8.023158986816153629e+03 1.866557531520331850e+03 5.144510924824703579e+03 3.372156312860842718e+03 -7.307293831388874423e+02 1.855135016186508210e+03 5.490977980819654476e+03 1.048302408043770447e+04 1.073996035050789214e+04 7.571951829121715491e+03 -2.877603225601602389e+03 3.570354692956637791e+03 2.719646049739515547e+03 6.600115701153345071e+01 6.682754663572886784e+02 4.147184481151946784e+03 1.155940711668397853e+03 7.276595177249226253e+03 7.173542999704863178e+03 6.255791526928046551e+02 6.904870487466755549e+02 8.256188814472880040e+03 3.781199657787775777e+03 1.694329632927929197e+02 5.924101255204344852e+03 5.824445157345535335e+03 1.873861478568607254e+03 1.817820744017009247e+03 2.861863148527032990e+03 1.618756826553832070e+03 2.261452796045989544e+03 2.291744965377547487e+03 -9.403537579925105092e+02 -3.336808278974751374e+03 -9.409716512579371965e+02 1.803909013951299130e+03 3.000611767110865003e+03 1.544971291464517265e+02 3.130107295194517064e+03
1.949030411610184956e+03 -1.808024989135828037e+03 2.746602404097525323e+03 1.526599540062102278e+03 1.029793009085109588e+04 -3.866317099974926350e+03 8.580838867267895694e+03 2.994867086373467373e+03 6.433890666214807425e+03 4.110035460664289531e+03 1.125545963503605344e+04 3.022749726781057689e+03 9.778048894343954089e+03 1.231468548573111548e+03 4.967716803531620826e+03 4.302555704843221974e+03 9.510967747577107730e+03 -1.024307244989842729e+03 -2.004023639779257337e+03 3.734859169587014549e+03 6.623080620873562111e+03 4.448234675333415908e+03 -2.596611764219080669e+03 -7.119984213418941181e+03 6.406964177565302634e+03 2.886050890153773253e+03 1.798592477850681007e+03 5.800549415181571931e+03 1.373730447174171786e+03 1.874826417156082925e+03 5.505839049958291071e+03 -2.266693533918194589e+03 1.271249281633217834e+04 6.774705731457292131e+03 2.420865718344102788e+03 5.291224702074045126e+03 5.373981907004841560e+03 8.208938888287570990e+02 3.573776516308984355e+03 -8.425899277653597892e+03 -4.831234184572906088e+03
2.762448517597433238e+03 4.137824376964125804e+03 2.529827690494262242e+03 1.227240383681561525e+03 1.478499367993569467e+04 7.073016805980512800e+03 5.573954650971560113e+03 1.221580247093649177e+03 1.026499866594038394e+04 7.520019155850589414e+03 -1.551644553111914320e+02 8.074319038095921314e+03 4.769034328349959651e+03 1.079388522530348746e+04 1.319490447188576127e+03 8.799499419279898575e+03 -2.575108480441776919e+02 -7.446569997575988964e+01 -1.441662186435951298e+02 3.973616366417888912e+03 6.156008778194354818e+03 1.782938363860615937e+03 9.371793534806325624e+03 7.059692266300673509e+03 2.772359658191475773e+03 9.445751552347672259e+03 2.945742660414439797e+03 -1.480815850610284542e+03 3.175317113908862666e+03 8.871512075045542588e+03 3.417926920785329003e+03 3.837924117360802484e+03 -1.881377703956728055e+03 2.668752249875717553e+03 4.347209861056608133e+03 1.055506576530379334e+03 5.651203158539064134e+03 -7.292500036897537939e+03 3.169955611191730895e+02 2.805554345593373000e+02 -4.044228567852187552e+03
8.895164660381302383e+03 3.067614370373354177e+03 3.275491364580070240e+03 7.049984759325974665e+03 1.360615929522669830e+03 1.105214287923637585e+03 -7.535736544675564801e+02 1.168488286106965825e+04 1.260645750113093345e+04 3.166987239577472337e+03 6.767277776294406067e+03 3.193412739318191598e+03 4.003726615772189234e+03 7.644683146898350060e+03 2.496380059294061994e+03 3.535282352127205741e+02 3.888938994731520779e+03 6.821200646109677109e+03 -6.708356157445728059e+02 1.582060653092213670e+03 2.671043335398877844e+03 1.266823416236134562e+03 7.781532051031579613e+03 4.750085095965961045e+03 1.150432406821904806e+04 5.827190073716328698e+03 2.201314232588741106e+03 -7.545562445792675135e+02 2.496130004201500469e+03 -2.151499717361189141e+02 2.229921027075248276e+03 6.677428934767589453e+03 2.189249152512631099e+03 7.706932363853236438e+02 -3.669520440334256364e+02 3.198331802429475829e+03 -5.101090627980902354e+03 -4.829344674099328586e+03 -2.983117701198925715e+03 -5.249740008943103931e+03 6.481675743474062074e+03
